id,is_public,priority,status,subject,description,type,assignee_id,requester_id,created_at,url
182,t,normal,open,Cron trigger failing for payments updates,"Hi Hasura team,

Our cron trigger for updating payments is failing:

Trigger configuration:
```yaml
name: update_payments_status
schedule: ""*/15 * * * *""
payload:
  operation: ""bulk_update""
  table: ""payments""
webhook: https://cron.us-east-1/update
```

Error:
```
too many connections
Last run: 5 seconds ago
Affected rows: 10K rows
```

How can we make this cron job more reliable?",incident,7955,47,2024-09-20 09:13:44.399928+00,https://hasura.zendesk.com/agent/tickets/182
183,t,normal,closed,Metadata inconsistency after version upgrade to v2.22.0,"Hello Hasura team,

After upgrading from v2.22.0 to latest, we're seeing metadata inconsistencies:

```
unique violation in metadata
Affected tables: discounts, discounts
```

We've tried:
1. Reloading metadata
2. Clearing metadata
3. Re-tracking tables

How can we resolve these inconsistencies?",,,47,2024-09-02 18:19:08.54329+00,https://hasura.zendesk.com/agent/tickets/183
184,t,normal,closed,High memory usage with many-to-one relationship,"Hello,

Our many-to-one relationship between tables is causing high memory usage:

Setup:
- Parent table: departments (1K rows)
- Child table: departments (1K rows)
- Request volume: 100/day

Memory usage spikes when querying:
```graphql
query {
  parent {
    child {
      grandchild {
        # deep nesting
      }
    }
  }
}
```

How can we optimize this relationship query?",,7840,47,2024-06-29 18:40:58.529941+00,https://hasura.zendesk.com/agent/tickets/184
185,t,high,pending,Cron trigger failing for analytics updates,"Hi Hasura team,

Our cron trigger for updating analytics is failing:

Trigger configuration:
```yaml
name: update_analytics_status
schedule: ""*/15 * * * *""
payload:
  operation: ""bulk_update""
  table: ""analytics""
webhook: https://cron.eu-central-1/update
```

Error:
```
too many connections
Last run: 2 minutes ago
Affected rows: 100K rows
```

How can we make this cron job more reliable?",,7840,47,2024-05-06 07:17:07.290185+00,https://hasura.zendesk.com/agent/tickets/185
186,t,low,pending,Database connection drops after 60 seconds,"Hello,

Our database connection keeps dropping after approximately 60 seconds of operation. Setup:

- Database: CockroachDB
- Connection pool size: 10
- Concurrent users: 500
- Request volume: 100K/day

Error log shows:
```
connection refused after 60 seconds
```

How can we maintain stable connections?",,8907,47,2024-07-17 05:50:46.864646+00,https://hasura.zendesk.com/agent/tickets/186
187,t,normal,closed,Failed deployment to Render.com with SQL execution failed,"Hello Hasura team,

Our deployment to Render.com failed with:

```
SQL execution failed during container initialization
```

Environment:
- Product: Hasura Enterprise
- Version: v2.19.0
- Region: us-west-2
- Database: Amazon Aurora PostgreSQL

Deployment logs:
```
Container failed to start
Health check failed after 5 minutes
Last error: SQL execution failed
```

How can we resolve this deployment issue?",,8907,47,2024-09-20 23:31:07.218364+00,https://hasura.zendesk.com/agent/tickets/187
188,t,high,pending,JWT token validation failing for editor role,"Support needed,

JWT validation is failing for our editor role. Setup:

- Auth provider: Supabase Auth
- Algorithm: HS512
- Product: Hasura Cloud

Error:
```
permission denied: invalid claims for role editor
```

JWT payload structure:
```json
{
  ""sub"": ""user123"",
  ""role"": ""editor"",
  ""https://hasura.io/jwt/claims"": {
    ""x-hasura-allowed-roles"": [""editor""],
    ""x-hasura-default-role"": ""editor""
  }
}
```

What's wrong with our JWT configuration?",,1754,48,2024-05-02 00:16:29.669047+00,https://hasura.zendesk.com/agent/tickets/188
189,t,normal,closed,Computed field errors with array relationship relationship,"Hello support,

Computed field failing when accessing related data:

Schema:
```graphql
type permissions {
  id: Int!
  computed_field: JSON
  related_permissions: [permissions]
}
```

Error:
```
column access denied when computing field
Relationship type: array relationship
```

How should we structure computed fields with relationships?",,6056,48,2024-06-03 23:55:18.041866+00,https://hasura.zendesk.com/agent/tickets/189
190,t,normal,closed,Complex permission policy failing on permissions,"Hello,

Our complex permission policy isn't working:

Policy:
```json
{
  ""role"": ""guest"",
  ""table"": ""permissions"",
  ""select"": {
    ""filter"": {
      ""_or"": [
        {""org_id"": ""X-Hasura-Org-Id""},
        {""public"": {""_eq"": true}},
        {""shared_with"": {""_contains"": ""X-Hasura-User-Id""}}
      ]
    }
  }
}
```

Error: check constraint violation

How can we implement this permission structure?",,1754,48,2024-09-17 10:50:43.701709+00,https://hasura.zendesk.com/agent/tickets/190
191,t,high,closed,Supabase Auth integration not working,"Hi,

We're having trouble integrating Supabase Auth with Hasura. Configuration:

```yaml
auth:
  provider: Supabase Auth
  jwt:
    algorithm: HS384
    claims_format: json
```

Error received:
```
SQL execution failed when validating JWT
```

What's the correct setup for Supabase Auth?",,7955,48,2024-05-29 18:08:11.786738+00,https://hasura.zendesk.com/agent/tickets/191
192,t,normal,closed,Computed field errors with many-to-one relationship,"Hello support,

Computed field failing when accessing related data:

Schema:
```graphql
type transactions {
  id: Int!
  computed_field: JSON
  related_transactions: [transactions]
}
```

Error:
```
connection timeout when computing field
Relationship type: many-to-one
```

How should we structure computed fields with relationships?",,8907,48,2024-09-30 11:10:46.672463+00,https://hasura.zendesk.com/agent/tickets/192
193,t,normal,closed,Multiple Custom JWT roles not working,"Hi Hasura support,

Having issues with multiple auth roles from Custom JWT:

Configuration:
```yaml
jwt:
  claims_map:
    x-hasura-allowed-roles: [""x-Custom JWT-roles""]
    x-hasura-default-role: ""developer""
```

Current roles:
- Primary: developer
- Secondary: developer

Error: expired JWT token

How should we configure multiple role mapping?",,1754,48,2024-09-14 00:13:24.566546+00,https://hasura.zendesk.com/agent/tickets/193
194,t,normal,closed,Event trigger invalid claims for performance_metrics,"Hi team,

Our event trigger for performance_metrics is failing:

Configuration:
```yaml
name: process_performance_metrics_changes
table: performance_metrics
webhook: https://our-service.sa-east-1/webhook
retry_conf:
  num_retries: 3
  interval_sec: 10
```

Error:
```
invalid claims when processing event
Request volume: 10K/day
Failed after: 60 seconds
```

How can we make our event triggers more reliable?",incident,,48,2024-05-19 14:20:56.655012+00,https://hasura.zendesk.com/agent/tickets/194
195,t,normal,closed,Row-level security not working for attachments,"Hi team,

Our RLS policies on attachments aren't working as expected. Setup:

Table size: 10M rows
Role: support

Policy:
```sql
CREATE POLICY ""attachments_access"" ON ""attachments""
  FOR ALL
  TO support
  USING (org_id = current_setting('hasura.user')->>'org_id')
```

Users are getting too many connections errors. How should we modify the policy?",,7955,49,2024-05-26 12:54:57.071475+00,https://hasura.zendesk.com/agent/tickets/195
196,t,high,open,Event trigger inconsistent metadata for articles,"Hi team,

Our event trigger for articles is failing:

Configuration:
```yaml
name: process_articles_changes
table: articles
webhook: https://our-service.eu-west-1/webhook
retry_conf:
  num_retries: 3
  interval_sec: 10
```

Error:
```
inconsistent metadata when processing event
Request volume: 100K/day
Failed after: 60 seconds
```

How can we make our event triggers more reliable?",,7840,49,2024-10-02 20:27:25.00768+00,https://hasura.zendesk.com/agent/tickets/196
197,t,urgent,closed,Container health checks failing on AWS EC2,"Hi,

Our Hasura containers are failing health checks on AWS EC2:

Configuration:
```yaml
healthcheck:
  timeout: 5 seconds
  retries: 3
  interval: 30s
```

Environment:
- Version: v2.16.1
- Region: asia-northeast1
- Database: BigQuery
- Connection pool: 500

Logs show missing required claims before failing. What's the recommended health check configuration?",,9554,49,2024-08-07 15:35:23.64692+00,https://hasura.zendesk.com/agent/tickets/197
198,t,normal,closed,Row-level security not working for activity_logs,"Hi team,

Our RLS policies on activity_logs aren't working as expected. Setup:

Table size: 100K rows
Role: analyst

Policy:
```sql
CREATE POLICY ""activity_logs_access"" ON ""activity_logs""
  FOR ALL
  TO analyst
  USING (org_id = current_setting('hasura.user')->>'org_id')
```

Users are getting too many connections errors. How should we modify the policy?",,7955,49,2024-10-03 09:02:22.039804+00,https://hasura.zendesk.com/agent/tickets/198
199,t,normal,closed,Failed metadata migration for permissions,"Hi,

Metadata migration failed while configuring permissions:

Details:
- Source version: latest
- Target version: latest
- Database: Aiven PostgreSQL

Error:
```
connection timeout during metadata apply
Failed object: permissions
```

Migration logs attached. How can we safely complete this migration?",,6056,49,2024-08-09 00:08:15.166656+00,https://hasura.zendesk.com/agent/tickets/199
200,t,normal,closed,Action permissions not working for viewer,"Hi,

Custom action permissions aren't working for viewer:

Configuration:
```yaml
custom_types:
  enums: []
  input_objects: []
  objects:
    - name: action_response
      relationships:
        - name: user
          type: object
          remote_table: user_preferences

permissions:
  - role: viewer
    definition:
      fields: [""*""]
```

Error: check constraint violation

How should we configure action permissions?",,7913,50,2024-09-19 03:02:14.587997+00,https://hasura.zendesk.com/agent/tickets/200
201,t,normal,closed,Environment variable issues after Render.com migration,"Support team,

After migrating to Render.com, our environment variables aren't being picked up:

Current setup:
```yaml
environment:
  HASURA_GRAPHQL_DATABASE_URL: $Azure Database for PostgreSQL
  HASURA_GRAPHQL_JWT_SECRET: {""type"":""ES256""}
  HASURA_GRAPHQL_ADMIN_SECRET: ""******""
```

Error:
```
invalid JWT token: configuration values not found
```

How should we configure environment variables in Render.com?",,1454,50,2024-08-09 13:50:08.303581+00,https://hasura.zendesk.com/agent/tickets/201
202,t,normal,open,Schema conflicts during Azure Database for PostgreSQL migration,"Hello,

We're experiencing schema conflicts while migrating our Azure Database for PostgreSQL:

Affected objects:
- Table: employees (100M rows)
- Relationship: one-to-one
- Custom types: bigint

Error:
```
SSL/TLS error: Schema conflict detected
Conflicting objects: employees
```

What's the recommended migration strategy?",,7840,50,2024-08-29 22:59:58.742013+00,https://hasura.zendesk.com/agent/tickets/202
203,t,normal,closed,Cron trigger failing for user_settings updates,"Hi Hasura team,

Our cron trigger for updating user_settings is failing:

Trigger configuration:
```yaml
name: update_user_settings_status
schedule: ""*/15 * * * *""
payload:
  operation: ""bulk_update""
  table: ""user_settings""
webhook: https://cron.ap-southeast-1/update
```

Error:
```
role not found
Last run: 60 seconds ago
Affected rows: 10K rows
```

How can we make this cron job more reliable?",,8315,50,2024-05-02 09:51:23.198721+00,https://hasura.zendesk.com/agent/tickets/203
204,t,high,closed,Action permissions not working for support,"Hi,

Custom action permissions aren't working for support:

Configuration:
```yaml
custom_types:
  enums: []
  input_objects: []
  objects:
    - name: action_response
      relationships:
        - name: user
          type: object
          remote_table: audit_logs

permissions:
  - role: support
    definition:
      fields: [""*""]
```

Error: network unreachable

How should we configure action permissions?",,,50,2024-06-01 22:57:45.747821+00,https://hasura.zendesk.com/agent/tickets/204
205,t,normal,closed,Query performance degradation on roles,"Hi Hasura team,

We're seeing significant performance issues with queries on roles:

Details:
- Table size: 1K rows
- Concurrent users: 100
- Query complexity: 50
- Response time: > 10 minutes

Query pattern:
```graphql
query {
  $roles(
    where: { status: { _eq: ""active"" } }
    order_by: { created_at: desc }
  ) {
    id
    # nested fields
  }
}
```

How can we optimize this query?",incident,,51,2024-10-04 21:17:48.270622+00,https://hasura.zendesk.com/agent/tickets/205
206,t,normal,open,Failed deployment to Digital Ocean Droplet with query complexity exceeded,"Hello Hasura team,

Our deployment to Digital Ocean Droplet failed with:

```
query complexity exceeded during container initialization
```

Environment:
- Product: Hasura Open Source
- Version: v2.22.0
- Region: ap-south-1
- Database: Amazon Aurora PostgreSQL

Deployment logs:
```
Container failed to start
Health check failed after 5 minutes
Last error: query complexity exceeded
```

How can we resolve this deployment issue?",,1754,52,2024-08-06 12:36:14.243941+00,https://hasura.zendesk.com/agent/tickets/206
207,t,normal,open,Rate limiting issues with remote schema on Azure Container Apps,"Hello,

Hitting rate limits with our remote schema:

Environment:
- Platform: Azure Container Apps
- Region: sa-east-1
- Current limit: 1000 req/s
- Traffic: 10K/day

Error:
```
incompatible types: rate limit exceeded
Timeout after: 30 seconds
```

What's the recommended rate limiting strategy?",,7955,52,2024-09-25 19:18:27.172353+00,https://hasura.zendesk.com/agent/tickets/207
208,t,urgent,open,NextAuth.js integration not working,"Hi,

We're having trouble integrating NextAuth.js with Hasura. Configuration:

```yaml
auth:
  provider: NextAuth.js
  jwt:
    algorithm: RS256
    claims_format: json
```

Error received:
```
version mismatch when validating JWT
```

What's the correct setup for NextAuth.js?",,7840,52,2024-06-01 08:28:27.937895+00,https://hasura.zendesk.com/agent/tickets/208
209,t,normal,pending,High memory usage with recursive relationship relationship,"Hello,

Our recursive relationship relationship between tables is causing high memory usage:

Setup:
- Parent table: media (5M rows)
- Child table: media (5M rows)
- Request volume: 100M/day

Memory usage spikes when querying:
```graphql
query {
  parent {
    child {
      grandchild {
        # deep nesting
      }
    }
  }
}
```

How can we optimize this relationship query?",,7913,52,2024-08-25 07:05:59.332764+00,https://hasura.zendesk.com/agent/tickets/209
210,t,urgent,closed,SuperTokens integration not working,"Hi,

We're having trouble integrating SuperTokens with Hasura. Configuration:

```yaml
auth:
  provider: SuperTokens
  jwt:
    algorithm: ES384
    claims_format: json
```

Error received:
```
network unreachable when validating JWT
```

What's the correct setup for SuperTokens?",,8907,52,2024-05-10 11:32:45.876514+00,https://hasura.zendesk.com/agent/tickets/210
211,t,high,closed,Event trigger webhook timeout on VMware vSphere,"Hello,

Event trigger webhooks are timing out on VMware vSphere:

Setup:
- Table: invoices
- Events: INSERT, UPDATE
- Concurrent events: 500
- Timeout: 5 minutes

Error:
```
inconsistent metadata: webhook response timeout
Pending events: 100K/day
```

What's the best way to handle high-volume event triggers?",,8315,52,2024-09-06 15:44:04.000512+00,https://hasura.zendesk.com/agent/tickets/211
212,t,normal,pending,Remote join failing between MongoDB Atlas and remote schema,"Hi,

Remote joins aren't working between our database and remote schema:

Setup:
- Database: MongoDB Atlas
- Remote schema: relationships API
- Join field: text

Error:
```
migration failed when executing remote join
Table: articles
Remote field: user_data
```

What's the correct remote join configuration?",,1754,52,2024-07-22 01:31:45.933255+00,https://hasura.zendesk.com/agent/tickets/212
213,t,normal,open,High memory usage with nested object relationship relationship,"Hello,

Our nested object relationship relationship between tables is causing high memory usage:

Setup:
- Parent table: pricing_plans (50M rows)
- Child table: pricing_plans (50M rows)
- Request volume: 10K/day

Memory usage spikes when querying:
```graphql
query {
  parent {
    child {
      grandchild {
        # deep nesting
      }
    }
  }
}
```

How can we optimize this relationship query?",,6056,53,2024-06-10 17:52:32.115999+00,https://hasura.zendesk.com/agent/tickets/213
214,t,normal,closed,Authorization not propagating to remote schema from Cognito,"Hi,

Auth headers aren't propagating to our remote schema:

Config:
```yaml
remote_schemas:
  - name: remote_api
    definition:
      forward_client_headers: true
      headers:
        - name: Authorization
          value: ${{auth_token}}
```

Auth provider: Cognito
Error: migration failed

How should we configure header forwarding?",,7774,53,2024-09-28 23:41:01.742882+00,https://hasura.zendesk.com/agent/tickets/214
215,t,high,closed,Action relationships not working with subscriptions,"Hello,

We're having issues with relationships in our custom action:

Action type:
```graphql
type ActionResponse {
  id: Int!
  related_subscriptions: [subscriptions!]!
}
```

Error:
```
too many connections when resolving relationship
Table: subscriptions
Type: many-to-one
```

How do we properly set up action relationships?",,7955,53,2024-05-01 01:40:03.094481+00,https://hasura.zendesk.com/agent/tickets/215
216,t,normal,closed,Inconsistent remote schema responses from column-level permissions API,"Hi support,

Getting inconsistent responses from our column-level permissions remote schema:

Setup:
- Endpoint: australia-southeast1
- Timeout: 5 seconds
- Retry config: 3 attempts

Error patterns:
```
incompatible types intermittently
Success rate: ~80%
Response time varying: 5 seconds to 5 seconds
```

How can we make remote schema queries more reliable?",,9554,53,2024-09-15 10:06:02.849087+00,https://hasura.zendesk.com/agent/tickets/216
217,t,normal,closed,Environment variable issues after GCP GKE migration,"Support team,

After migrating to GCP GKE, our environment variables aren't being picked up:

Current setup:
```yaml
environment:
  HASURA_GRAPHQL_DATABASE_URL: $Supabase PostgreSQL
  HASURA_GRAPHQL_JWT_SECRET: {""type"":""HS384""}
  HASURA_GRAPHQL_ADMIN_SECRET: ""******""
```

Error:
```
query complexity exceeded: configuration values not found
```

How should we configure environment variables in GCP GKE?",,7913,53,2024-10-19 00:37:36.521147+00,https://hasura.zendesk.com/agent/tickets/217
218,t,high,closed,Event trigger webhook timeout on GCP Cloud Run,"Hello,

Event trigger webhooks are timing out on GCP Cloud Run:

Setup:
- Table: subscriptions
- Events: INSERT, UPDATE
- Concurrent events: 500
- Timeout: 5 minutes

Error:
```
unique violation: webhook response timeout
Pending events: 10K/day
```

What's the best way to handle high-volume event triggers?",,7913,54,2024-05-17 08:35:40.221113+00,https://hasura.zendesk.com/agent/tickets/218
219,t,low,closed,Cron trigger failing for transactions updates,"Hi Hasura team,

Our cron trigger for updating transactions is failing:

Trigger configuration:
```yaml
name: update_transactions_status
schedule: ""*/15 * * * *""
payload:
  operation: ""bulk_update""
  table: ""transactions""
webhook: https://cron.europe-west4/update
```

Error:
```
query complexity exceeded
Last run: 2 minutes ago
Affected rows: 5M rows
```

How can we make this cron job more reliable?",,7774,54,2024-06-22 07:47:30.090699+00,https://hasura.zendesk.com/agent/tickets/219
220,t,normal,closed,Action permissions not working for admin,"Hi,

Custom action permissions aren't working for admin:

Configuration:
```yaml
custom_types:
  enums: []
  input_objects: []
  objects:
    - name: action_response
      relationships:
        - name: user
          type: object
          remote_table: user_settings

permissions:
  - role: admin
    definition:
      fields: [""*""]
```

Error: network unreachable

How should we configure action permissions?",,1454,54,2024-07-22 09:06:52.422275+00,https://hasura.zendesk.com/agent/tickets/220
221,t,normal,closed,Rate limiting issues with remote schema on OpenShift,"Hello,

Hitting rate limits with our remote schema:

Environment:
- Platform: OpenShift
- Region: sa-east-1
- Current limit: 50 req/s
- Traffic: 100/day

Error:
```
unauthorized role: rate limit exceeded
Timeout after: 5 seconds
```

What's the recommended rate limiting strategy?",,7840,54,2024-10-16 21:20:47.803059+00,https://hasura.zendesk.com/agent/tickets/221
222,t,normal,open,Performance issues with remote joins on transactions,"Hello team,

Remote joins are causing performance issues:

Query:
```graphql
query {
  transactions {
    local_field
    remote_data {
      nested_field
    }
  }
}
```

Metrics:
- Response time: 5 seconds
- Requests: 100M/day
- Error rate: column access denied

How can we optimize remote join performance?",,7955,54,2024-09-13 17:12:48.908161+00,https://hasura.zendesk.com/agent/tickets/222
223,t,high,open,Authorization not propagating to remote schema from Supabase Auth,"Hi,

Auth headers aren't propagating to our remote schema:

Config:
```yaml
remote_schemas:
  - name: remote_api
    definition:
      forward_client_headers: true
      headers:
        - name: Authorization
          value: ${{auth_token}}
```

Auth provider: Supabase Auth
Error: insufficient privileges

How should we configure header forwarding?",,7840,54,2024-09-26 00:55:22.119183+00,https://hasura.zendesk.com/agent/tickets/223
224,t,high,closed,Custom action failing with unauthorized role,"Hi Hasura support,

Our custom action is failing with unauthorized role:

Action definition:
```graphql
type Mutation {
  process_categories(id: Int!): ProcessResult
}
```

Handler configuration:
```yaml
handler: https://actions.ap-southeast-1/process
timeout: 5 seconds
retry_config:
  max_retries: 3
```

Current load:
- Requests: 10M/day
- Concurrent: 10000

How should we debug this action?",,7955,55,2024-07-22 04:39:52.519926+00,https://hasura.zendesk.com/agent/tickets/224
225,t,normal,closed,Action permissions not working for user,"Hi,

Custom action permissions aren't working for user:

Configuration:
```yaml
custom_types:
  enums: []
  input_objects: []
  objects:
    - name: action_response
      relationships:
        - name: user
          type: object
          remote_table: invoices

permissions:
  - role: user
    definition:
      fields: [""*""]
```

Error: unauthorized role

How should we configure action permissions?",,6056,56,2024-05-07 23:10:14.583722+00,https://hasura.zendesk.com/agent/tickets/225
226,t,high,closed,Failed metadata migration for actions,"Hi,

Metadata migration failed while configuring actions:

Details:
- Source version: v2.17.0
- Target version: v2.17.0
- Database: MongoDB Atlas

Error:
```
foreign key violation during metadata apply
Failed object: actions
```

Migration logs attached. How can we safely complete this migration?",incident,,56,2024-06-27 16:20:23.022353+00,https://hasura.zendesk.com/agent/tickets/226
227,t,normal,open,Inconsistent remote schema responses from remote schemas API,"Hi support,

Getting inconsistent responses from our remote schemas remote schema:

Setup:
- Endpoint: australia-southeast1
- Timeout: 60 seconds
- Retry config: 3 attempts

Error patterns:
```
column access denied intermittently
Success rate: ~80%
Response time varying: 60 seconds to 60 seconds
```

How can we make remote schema queries more reliable?",,7774,56,2024-08-13 12:47:51.13035+00,https://hasura.zendesk.com/agent/tickets/227
228,t,normal,open,High memory usage with many-to-many relationship,"Hello,

Our many-to-many relationship between tables is causing high memory usage:

Setup:
- Parent table: error_logs (100M rows)
- Child table: error_logs (100M rows)
- Request volume: 10K/day

Memory usage spikes when querying:
```graphql
query {
  parent {
    child {
      grandchild {
        # deep nesting
      }
    }
  }
}
```

How can we optimize this relationship query?",,1754,56,2024-07-09 04:52:23.192357+00,https://hasura.zendesk.com/agent/tickets/228
229,t,normal,closed,High memory usage with many-to-many relationship,"Hello,

Our many-to-many relationship between tables is causing high memory usage:

Setup:
- Parent table: inventory (1K rows)
- Child table: inventory (1K rows)
- Request volume: 1M/day

Memory usage spikes when querying:
```graphql
query {
  parent {
    child {
      grandchild {
        # deep nesting
      }
    }
  }
}
```

How can we optimize this relationship query?",,6056,56,2024-09-14 20:20:45.148012+00,https://hasura.zendesk.com/agent/tickets/229
230,t,high,open,Event trigger invalid JWT token for user_profiles,"Hi team,

Our event trigger for user_profiles is failing:

Configuration:
```yaml
name: process_user_profiles_changes
table: user_profiles
webhook: https://our-service.eu-west-1/webhook
retry_conf:
  num_retries: 3
  interval_sec: 10
```

Error:
```
invalid JWT token when processing event
Request volume: 1M/day
Failed after: 60 seconds
```

How can we make our event triggers more reliable?",,9554,56,2024-10-08 14:50:14.759518+00,https://hasura.zendesk.com/agent/tickets/230
231,t,normal,closed,Row-level security not working for user_profiles,"Hi team,

Our RLS policies on user_profiles aren't working as expected. Setup:

Table size: 1M rows
Role: developer

Policy:
```sql
CREATE POLICY ""user_profiles_access"" ON ""user_profiles""
  FOR ALL
  TO developer
  USING (org_id = current_setting('hasura.user')->>'org_id')
```

Users are getting SSL/TLS error errors. How should we modify the policy?",,8907,56,2024-05-27 20:03:13.18032+00,https://hasura.zendesk.com/agent/tickets/231
232,t,high,closed,Remote join failing between PostgreSQL 12 and remote schema,"Hi,

Remote joins aren't working between our database and remote schema:

Setup:
- Database: PostgreSQL 12
- Remote schema: webhook authentication API
- Join field: uuid

Error:
```
query complexity exceeded when executing remote join
Table: roles
Remote field: user_data
```

What's the correct remote join configuration?",,6056,57,2024-07-21 10:22:32.131717+00,https://hasura.zendesk.com/agent/tickets/232
233,t,low,closed,Remote schema stitching failed for relay API,"Hello team,

Remote schema stitching is failing for our relay API integration:

Schema config:
```yaml
remote_schemas:
  - name: remote_relay API
    definition:
      url: https://remote.asia-northeast1/graphql
      timeout: 5 seconds
      forward_headers: true
```

Error:
```
missing required claims during schema stitching
Conflicting types detected
```

How can we resolve these schema conflicts?",,7913,57,2024-09-01 18:49:09.269049+00,https://hasura.zendesk.com/agent/tickets/233
234,t,normal,open,Computed field performance issue on articles,"Hi,

Our computed field is causing performance issues:

Function definition:
```sql
CREATE FUNCTION compute_articles_stats(row articles)
RETURNS jsonb AS $$
  -- Complex calculation involving many-to-many
  -- Current runtime: 30 seconds
$$ LANGUAGE sql STABLE;
```

Scale:
- Table size: 100M rows
- Requests: 100/day
- Concurrent users: 5000

How can we optimize this computed field?",,8907,57,2024-09-10 19:21:27.514566+00,https://hasura.zendesk.com/agent/tickets/234
235,t,normal,closed,Event trigger webhook timeout on Rancher,"Hello,

Event trigger webhooks are timing out on Rancher:

Setup:
- Table: employees
- Events: INSERT, UPDATE
- Concurrent events: 50
- Timeout: 30 seconds

Error:
```
constraint violation: webhook response timeout
Pending events: 1M/day
```

What's the best way to handle high-volume event triggers?",,1454,57,2024-08-15 10:42:12.853136+00,https://hasura.zendesk.com/agent/tickets/235
236,t,urgent,closed,Scheduled trigger webhook returning constraint violation,"Hello,

Our scheduled data aggregation trigger is failing:

Details:
- Schedule: Every 30 seconds
- Data volume: 100M rows
- Processing time: > 30 seconds

Webhook response:
```json
{
  ""status"": ""error"",
  ""code"": ""constraint violation"",
  ""message"": ""Failed to aggregate metrics""
}
```

What's the best practice for handling long-running scheduled operations?",,7955,57,2024-07-31 20:17:06.921757+00,https://hasura.zendesk.com/agent/tickets/236
237,t,normal,open,Memory spikes during query operations,"Hello,

We're seeing memory spikes during query operations:

Environment:
- Product: Hasura Community Edition
- Database: MS SQL Server 2022
- Load: 10M/day

Monitoring shows:
- Memory usage: >80%
- Operation time: 10 minutes
- Error rate: Increasing with rate limit exceeded

What's the recommended resource configuration for our workload?",,8315,57,2024-06-17 08:57:59.846648+00,https://hasura.zendesk.com/agent/tickets/237
238,t,normal,closed,Complex permission policy failing on organizations,"Hello,

Our complex permission policy isn't working:

Policy:
```json
{
  ""role"": ""user"",
  ""table"": ""organizations"",
  ""select"": {
    ""filter"": {
      ""_or"": [
        {""org_id"": ""X-Hasura-Org-Id""},
        {""public"": {""_eq"": true}},
        {""shared_with"": {""_contains"": ""X-Hasura-User-Id""}}
      ]
    }
  }
}
```

Error: inconsistent metadata

How can we implement this permission structure?",,6056,57,2024-08-17 14:58:05.441091+00,https://hasura.zendesk.com/agent/tickets/238
239,t,normal,closed,Container health checks failing on Digital Ocean Droplet,"Hi,

Our Hasura containers are failing health checks on Digital Ocean Droplet:

Configuration:
```yaml
healthcheck:
  timeout: 5 seconds
  retries: 3
  interval: 30s
```

Environment:
- Version: v2.20.0
- Region: eu-west-1
- Database: Heroku PostgreSQL
- Connection pool: 500

Logs show invalid JWT token before failing. What's the recommended health check configuration?",,7840,59,2024-10-04 14:05:39.22159+00,https://hasura.zendesk.com/agent/tickets/239
240,t,normal,closed,High memory usage with array relationship relationship,"Hello,

Our array relationship relationship between tables is causing high memory usage:

Setup:
- Parent table: organizations (1M rows)
- Child table: organizations (1M rows)
- Request volume: 100K/day

Memory usage spikes when querying:
```graphql
query {
  parent {
    child {
      grandchild {
        # deep nesting
      }
    }
  }
}
```

How can we optimize this relationship query?",,6056,60,2024-05-16 15:04:53.488116+00,https://hasura.zendesk.com/agent/tickets/240
241,t,normal,open,Permission denied for organization_admin on error_logs,"Hello,

Users with organization_admin role cannot access the error_logs table despite having permissions configured:

```json
{
  ""role"": ""organization_admin"",
  ""table"": ""error_logs"",
  ""select"": {
    ""columns"": ""*"",
    ""filter"": {
      ""organization_id"": ""X-Hasura-Org-Id""
    }
  }
}
```

Error:
```
incompatible types for role organization_admin
```

What's missing in our permission config?",,7840,60,2024-07-03 22:47:08.04213+00,https://hasura.zendesk.com/agent/tickets/241
242,t,normal,closed,Remote schema stitching failed for relationships,"Hello team,

Remote schema stitching is failing for our relationships integration:

Schema config:
```yaml
remote_schemas:
  - name: remote_relationships
    definition:
      url: https://remote.asia-northeast1/graphql
      timeout: 10 seconds
      forward_headers: true
```

Error:
```
connection refused during schema stitching
Conflicting types detected
```

How can we resolve these schema conflicts?",,8907,60,2024-06-17 11:13:38.82777+00,https://hasura.zendesk.com/agent/tickets/242
243,t,high,closed,Computed field errors with many-to-one relationship,"Hello support,

Computed field failing when accessing related data:

Schema:
```graphql
type attachments {
  id: Int!
  computed_field: JSON
  related_attachments: [attachments]
}
```

Error:
```
unauthorized role when computing field
Relationship type: many-to-one
```

How should we structure computed fields with relationships?",,1754,60,2024-10-04 17:13:08.021653+00,https://hasura.zendesk.com/agent/tickets/243
244,t,high,closed,Multiple Cognito roles not working,"Hi Hasura support,

Having issues with multiple auth roles from Cognito:

Configuration:
```yaml
jwt:
  claims_map:
    x-hasura-allowed-roles: [""x-Cognito-roles""]
    x-hasura-default-role: ""support""
```

Current roles:
- Primary: support
- Secondary: support

Error: foreign key violation

How should we configure multiple role mapping?",,8315,61,2024-07-29 01:59:24.19471+00,https://hasura.zendesk.com/agent/tickets/244
245,t,normal,closed,Error tracking tables after PostgreSQL 15 migration,"Support team,

After migrating our PostgreSQL 15 to a new instance, we're getting errors tracking tables:

```
schema conflict when tracking user_sessions
Table size: 1K rows
```

Migration details:
- Source: PostgreSQL 15 on Docker Swarm
- Target: New PostgreSQL 15 instance
- Product version: v2.16.0

How can we resolve these tracking issues?",,1754,61,2024-06-18 13:59:23.618017+00,https://hasura.zendesk.com/agent/tickets/245
